CNPJ;Ano;GN;Lead ou Prospecção Pura;Produto;CNPJ;Fantasia;Quantidade de CNPs;FATURAMENTO PRESUMIDO ANUAL;%;Representatividade 12º Mês;Expectativa de Cartões Ativos 12º Mês;Quantidade SOL;Segmento2;Segmento;Taxa a Vista%;Taxa CDC%;Concorrente;Cidade;UF;Data Último Contato;Status Negociação;Status da Oportunidade;URL Enviado?;Data Implantação;Data Abertura GP;Nº GP Mkt;Comentários
79.201.224/0001-11;2025;Maurício;Lead;A definir;79.201.224/0001-11;Supermercado Euciliene Ltda; ;R$ 8.370.970,00;7%;R$ 534.067,89;636;0,49;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
06.042.791/0001-07;2025;Maurício;Lead;A definir;06.042.791/0001-07;Kira Comercio De Vestuario Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
00.678.608/0001-70;2025;Maurício;Lead;A definir;00.678.608/0001-70;Cristovao Da Rosa & Cia Ltda; ;R$ 6.117.566,00;7%;R$ 390.300,71;465;0,36;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
12.634.710/0001-52;2025;Maurício;Lead;A definir;12.634.710/0001-52;Chaves & Miotta Ltda; ;R$ 6.039.617,00;7%;R$ 385.327,56;459;0,36;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
05.659.903/0001-00;2025;Maurício;Lead;A definir;05.659.903/0001-00;Premium Artigos Esportivos Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
31.267.425/0001-95;2025;Maurício;Lead;A definir;31.267.425/0001-95;Ads O2 Comercio De Roupas E Artigos Esportivos Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
23.762.140/0001-00;2025;Maurício;Lead;A definir;23.762.140/0001-00;Ads P04 Comercio De Roupas E Artigos Esportivos Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
27.009.013/0001-88;2025;Maurício;Lead;A definir;27.009.013/0001-88;Ads P06 Comercio De Roupas E Artigos Esportivos Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
37.402.509/0001-70;2025;Maurício;Lead;A definir;37.402.509/0001-70;Ads P10 Comercio De Roupas E Artigos Esportivos Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
14.755.480/0001-05;2025;Maurício;Lead;A definir;14.755.480/0001-05;Beneditta Comercio De Roupas Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
38.648.367/0001-99;2025;Maurício;Lead;A definir;38.648.367/0001-99;Bom Gourmet Comercio Varejista De Alimentos Ltda; ;R$ 8.115.397,00;7%;R$ 517.762,33;616;0,48;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
07.845.520/0001-44;2025;Maurício;Lead;A definir;07.845.520/0001-44;Calcados E Confeccoes Santa Paulina Ltda.; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
03.496.108/0001-05;2025;Maurício;Lead;A definir;03.496.108/0001-05;Crisono - Comercio De Artigos Do Vestuario Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
40.334.190/0001-06;2025;Maurício;Lead;A definir;40.334.190/0001-06;Cwb Griffes Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
10.316.345/0001-02;2025;Maurício;Lead;A definir;10.316.345/0001-02;E. N. Pereira Calcados Ltda.; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
11.442.781/0001-90;2025;Maurício;Lead;A definir;11.442.781/0001-90;El Quente Supermercado Ltda; ;R$ 6.673.921,00;7%;R$ 425.796,16;507;0,39;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
35.246.804/0001-50;2025;Maurício;Lead;A definir;35.246.804/0001-50;Gulinoski & Gulinoski Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
07.845.337/0001-49;2025;Maurício;Lead;A definir;07.845.337/0001-49;Impacto Comercio De Artigos Do Vestuario Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
06.102.633/0001-97;2025;Maurício;Lead;A definir;06.102.633/0001-97;Kira Comercio De Vestuario Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
07.037.323/0001-07;2025;Maurício;Lead;A definir;07.037.323/0001-07;Lombok Kablat Confeccoes E Artigos Esportivos Ltda.; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
02.502.214/0001-91;2025;Maurício;Lead;A definir;02.502.214/0001-91;Supermercado Baia Azul Ltda; ;R$ 25.627.223,00;7%;R$ 1.635.016,83;1946;1,51;Supermercado;Supermercado; ; ; ;Guaratuba;PR; ;Prospecção; ; ; ; ; ; 
07.732.725/0001-13;2025;Maurício;Lead;A definir;07.732.725/0001-13;Supermercados Barcelon Ltda; ;R$ 29.715.371,00;7%;R$ 1.895.840,67;2257;1,75;Supermercado;Supermercado; ; ; ;Lapa;PR; ;Prospecção; ; ; ; ; ; 
77.698.017/0001-99;2025;Maurício;Lead;A definir;77.698.017/0001-99;Gca - Distribuidora Comercial De Alimentos Ltda; ;R$ 133.007.325,00;7%;R$ 8.485.867,34;10102;7,82;Supermercado;Supermercado; ; ; ;Maringa;PR; ;Prospecção; ; ; ; ; ; 
73.339.806/0001-82;2025;Maurício;Lead;A definir;73.339.806/0001-82;Majocar Com De Confeccoes Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
16.628.020/0001-41;2025;Maurício;Lead;A definir;16.628.020/0001-41;Y. Y. Roveri Ltda; ;R$ 12.087.206,00;7%;R$ 771.163,74;918;0,71;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
76.529.445/0001-25;2025;Maurício;Lead;A definir;76.529.445/0001-25;Irmaos Perin Ltda; ;R$ 12.043.505,00;7%;R$ 768.375,62;915;0,71;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
81.729.576/0001-96;2025;Maurício;Lead;A definir;81.729.576/0001-96;Comercial De Calcados Peneide Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
40.733.616/0001-96;2025;Maurício;Lead;A definir;40.733.616/0001-96;G.S.A. Atacarejo Ltda.; ;R$ 5.457.419,00;7%;R$ 348.183,33;415;0,32;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
46.446.045/0001-95;2025;Maurício;Lead;A definir;46.446.045/0001-95;Mercado Itamaraty Cerro Azul Ltda; ;R$ 5.140.510,00;7%;R$ 327.964,54;390;0,3;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
24.531.573/0001-00;2025;Maurício;Lead;A definir;24.531.573/0001-00;Ads P02 Comercio De Roupas E Artigos Esportivos Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
51.601.294/0001-48;2025;Maurício;Lead;A definir;51.601.294/0001-48;Cooperativa Central Dos Agricultores Familiares De Maringa E Regiao - Coafmar; ;R$ 4.919.142,00;7%;R$ 313.841,26;374;0,29;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
41.998.973/0001-49;2025;Maurício;Lead;A definir;41.998.973/0001-49;Villa Mercato Ltda; ;R$ 4.900.000,00;7%;R$ 312.620,00;372;0,29;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
51.006.660/0001-10;2025;Maurício;Lead;A definir;51.006.660/0001-10;E-Energy Store Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
07.421.863/0001-81;2025;Maurício;Lead;A definir;07.421.863/0001-81;I.R.Da Silva & Cia.Ltda; ;R$ 48.076.499,00;7%;R$ 3.067.280,64;3652;2,83;Supermercado;Supermercado; ; ; ;Matinhos;PR; ;Prospecção; ; ; ; ; ; 
13.176.619/0001-01;2025;Maurício;Lead;A definir;13.176.619/0001-01;Supermercado Caopi Ltda; ;R$ 12.860.487,00;7%;R$ 820.499,07;977;0,76;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
04.505.783/0001-16;2025;Maurício;Lead;A definir;04.505.783/0001-16;Supermercado Maresia Ltda; ;R$ 10.427.643,00;7%;R$ 665.283,62;792;0,61;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
04.799.563/0001-42;2025;Maurício;Lead;A definir;04.799.563/0001-42;Supermercado Clayton Ltda; ;R$ 6.638.803,00;7%;R$ 423.555,63;504;0,39;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
03.461.872/0001-45;2025;Maurício;Lead;A definir;03.461.872/0001-45;Planeta Jeans Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
13.689.371/0001-74;2025;Maurício;Lead;A definir;13.689.371/0001-74;Torqueti & Cia Ltda; ;R$ 5.904.945,00;7%;R$ 376.735,49;448;0,35;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
76.173.020/0001-26;2025;Maurício;Lead;A definir;76.173.020/0001-26;Comercial De Secos E Molhados Regina Ltda; ;R$ 18.413.531,00;7%;R$ 1.174.783,28;1399;1,08;Supermercado;Supermercado; ; ; ;Paranavai;PR; ;Prospecção; ; ; ; ; ; 
04.143.449/0001-60;2025;Maurício;Lead;A definir;04.143.449/0001-60;Atacado Alianca Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
02.163.753/0001-43;2025;Maurício;Lead;A definir;02.163.753/0001-43;Supermercado Guguy Ltda; ;R$ 10.707.983,00;7%;R$ 683.169,32;813;0,63;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
78.755.436/0001-88;2025;Maurício;Lead;A definir;78.755.436/0001-88;Supermercado Aquila Ltda; ;R$ 24.509.996,00;7%;R$ 1.563.737,74;1862;1,44;Supermercado;Supermercado; ; ; ;Pinhais;PR; ;Prospecção; ; ; ; ; ; 
02.858.255/0001-15;2025;Maurício;Lead;A definir;02.858.255/0001-15;Supermercado Luza Ltda; ;R$ 9.094.270,00;7%;R$ 580.214,43;691;0,53;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
07.766.556/0001-32;2025;Maurício;Lead;A definir;07.766.556/0001-32;Calcados Irai Ltda.; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
10.746.106/0001-92;2025;Maurício;Lead;A definir;10.746.106/0001-92;Perneta Comercio De Alimentos Ltda; ;R$ 8.158.013,00;7%;R$ 520.481,23;620;0,48;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
10.906.207/0001-83;2025;Maurício;Lead;A definir;10.906.207/0001-83;Comercial Kin Ltda; ;R$ 6.182.136,00;7%;R$ 394.420,28;470;0,36;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
11.522.691/0001-00;2025;Maurício;Lead;A definir;11.522.691/0001-00;Mercado Salla Ltda; ;R$ 5.938.987,00;7%;R$ 378.907,37;451;0,35;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
74.093.857/0001-30;2025;Maurício;Lead;A definir;74.093.857/0001-30;Supermercado Anjo De Luz Ltda; ;R$ 4.900.000,00;7%;R$ 312.620,00;372;0,29;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
78.151.511/0001-00;2025;Maurício;Lead;A definir;78.151.511/0001-00;Ponto Verde Supermercados Ltda; ;R$ 8.413.257,00;7%;R$ 536.765,80;639;0,49;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
30.714.573/0001-48;2025;Maurício;Lead;A definir;30.714.573/0001-48;Edgy Concept Comercio Do Vestuario E Servicos Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
32.877.299/0001-53;2025;Maurício;Lead;A definir;32.877.299/0001-53;Margeaux Comercio De Artigos Do Vestuario Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
04.164.525/0001-13;2025;Maurício;Lead;A definir;04.164.525/0001-13;Maria De Fatima Fernandes Calixto & Cia.Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
39.375.334/0001-85;2025;Maurício;Lead;A definir;39.375.334/0001-85;Metropolitana Comercial De Alimentos Ltda; ;R$ 7.196.533,00;7%;R$ 459.138,81;547;0,42;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
13.301.834/0001-89;2025;Maurício;Lead;A definir;13.301.834/0001-89;Miroma Aluguel De Imoveis Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
09.420.950/0001-40;2025;Maurício;Lead;A definir;09.420.950/0001-40;N. B. Dal Santos & Cia Ltda; ;R$ 6.221.520,00;7%;R$ 396.932,98;473;0,37;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
05.841.167/0001-07;2025;Maurício;Lead;A definir;05.841.167/0001-07;O&N Comercio De Calcados Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
02.495.871/0001-59;2025;Maurício;Lead;A definir;02.495.871/0001-59;Pague Bem Menos Comercio De Calcados Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
18.256.411/0001-08;2025;Maurício;Lead;A definir;18.256.411/0001-08;Parana Circuito Comercio De Roupas E Utilidades Do Lar Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
04.091.397/0001-25;2025;Maurício;Lead;A definir;04.091.397/0001-25;Silveira Lancamentos De Moda Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
95.392.833/0001-51;2025;Maurício;Lead;A definir;95.392.833/0001-51;Supermercado Benatao Ltda; ;R$ 7.855.811,00;7%;R$ 501.200,74;597;0,46;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
08.019.815/0001-24;2025;Maurício;Lead;A definir;08.019.815/0001-24;Supermercado Otimus Ltda; ;R$ 6.421.760,00;7%;R$ 409.708,29;488;0,38;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
45.992.634/0001-06;2025;Maurício;Lead;A definir;45.992.634/0001-06;Verde Mais Anita Comercio De Alimentos Ltda; ;R$ 5.352.192,00;7%;R$ 341.469,85;407;0,31;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
41.124.662/0001-50;2025;Maurício;Lead;A definir;41.124.662/0001-50;Verde Mais Vila Izabel Comercio De Alimentos Ltda; ;R$ 5.576.823,00;7%;R$ 355.801,31;424;0,33;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
38.425.141/0001-29;2025;Maurício;Lead;A definir;38.425.141/0001-29;Wm Roupas E Acessorios Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
06.787.237/0001-40;2025;Maurício;Lead;A definir;06.787.237/0001-40;Wozniak & Alves Ltda; ;R$ 6.187.422,00;7%;R$ 394.757,52;470;0,36;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
57.718.525/0001-84;2025;Maurício;Lead;A definir;57.718.525/0001-84;Encanto Brasil Confeccoes Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ; ;PR; ;Prospecção; ; ; ; ; ; 
55.609.492/0001-09;2025;Maurício;Lead;A definir;55.609.492/0001-09;Aston Comercio De Vestuario Ltda; ;R$ -    ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ; ;PR;07/08/2025;Prospecção; ; ; ; ; ; 
10.171.566/0002-10;2025;Maurício;Lead;A definir;10.171.566/0002-10;Supermercado Catanio; ;R$ -    ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ; ;PR;30/04/2025;Prospecção; ; ; ; ; ; (44) 3023-0809 - Lojas em Maringá e Sarandi -  supcatanio@gmail.com
85.008.886/0001-72;2025;Rodrigo;Prospecção Pura;Personalizado;85.008.886/0001-72;Andaraki Calcados Ltda;29;R$ -    ;7%;R$ 0,00;5800;0;Confecções e/ou Calçados;Confecções e Calçados; ; ;Senff;Curitiba;PR;22/09/2025;Qualificação;Morno; ; ; ; ;Nâo consegui uma data para a apresentação, eu reforcei a necessidade de uma data para a apresentação, caso não tenha sucesso vou enviar uma apresentação prévia como fiz com o Osmar Calçados. 
77.164.085/0001-78;2025;Rodrigo;Lead;4ª Linha;77.164.085/0001-78;Supermercados Tissi Ltda Em Recuperacao Judicial;4;R$ 39.995.587,00;7%;R$ 2.551.718,45;3038;2,35;Supermercado;Supermercado; ; ;Senff;Curitiba;PR;24/09/2025;Prospecção;Frio; ; ; ; ;Eu agendei duas vezes uma reunião com o proprietário, Claudio, mas ele não pode comparecer em nenhuma das duas, vou reagendar para a próxima semana dia 30/07
79.716.049/0001-03;2025;Rodrigo;Lead;4ª Linha;79.716.049/0001-03;Eurico Calçados;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
79.457.040/0001-17;2025;Rodrigo;Lead;4ª Linha;79.457.040/0001-17;Supermercado Ruzza;1;R$ 19.801.667,00;7%;R$ 1.263.346,35;1504;1,16;Supermercado;Supermercado; ; ; ;Curitiba;PR; ;Qualificação; ; ; ; ; ; 
79.043.675/0001-78;2025;Rodrigo;Lead;4ª Linha;79.043.675/0001-78;Supermercado Mandirituba;1;R$ 29.287.361,00;7%;R$ 1.868.533,63;2224;1,72;Supermercado;Supermercado; ; ; ;Sao Jose Dos Pinhais;PR; ;Qualificação; ; ; ; ; ; 
78.424.686/0001-35;2025;Rodrigo;Lead;4ª Linha;78.424.686/0001-35;Super Mercado Karvat;1;R$ 8.349.094,00;7%;R$ 532.672,20;634;0,49;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
77.612.752/0001-38;2025;Rodrigo;Lead;4ª Linha;77.612.752/0001-38;Favero Supermercado;2;R$ 29.089.477,00;7%;R$ 1.855.908,63;2209;1,71;Supermercado;Supermercado; ; ; ;Curitiba;PR; ;Qualificação; ; ; ; ; ; 
77.374.411/0001-71;2025;Rodrigo;Lead;4ª Linha;77.374.411/0001-71;Supermercado Gasparin;1;R$ 46.365.819,00;7%;R$ 2.958.139,25;3522;2,73;Supermercado;Supermercado; ; ; ;Curitiba;PR;24/09/2025;Qualificação; ; ; ; ; ; 
75.163.816/0001-35;2025;Rodrigo;Lead;4ª Linha;75.163.816/0001-35;Zonta Supermercados / Zonta Atacado (Supermercados Condor); ;R$ 59.255.067,00;7%;R$ 3.780.473,27;4501;3,49;Supermercado;Supermercado; ; ; ;Curitiba;PR; ;Sem Interesse; ; ; ; ; ; 
73.373.052/0001-87;2025;Rodrigo;Lead;4ª Linha;73.373.052/0001-87;Zamprogna Distribuidora;2;R$ 19.390.950,00;7%;R$ 1.237.142,61;1473;1,14;Supermercado;Supermercado; ; ; ;Curitiba;PR; ;Qualificação; ; ; ; ; ; 
53.604.169/0001-17;2025;Rodrigo;Lead;4ª Linha;53.604.169/0001-17;ASL Supermercado;1;R$ 4.800.001,00;7%;R$ 306.240,06;365;0,28;Supermercado;Supermercado; ; ; ; ;PR;22/04/2025;Qualificação; ; ; ; ; ; 
48.946.642/0001-04;2025;Rodrigo;Lead;4ª Linha;48.946.642/0001-04;Jupiter Supermercados;1;R$ 5.022.658,00;7%;R$ 320.445,58;381;0,3;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
46.821.151/0001-01;2025;Rodrigo;Lead;4ª Linha;46.821.151/0001-01;Carapuru Supermercados;1;R$ 5.110.589,00;7%;R$ 326.055,58;388;0,3;Supermercado;Supermercado; ; ; ; ;PR;30/04/2025;Qualificação; ; ; ; ; ; 
44.980.692/0001-57;2025;Rodrigo;Lead;4ª Linha;44.980.692/0001-57;Econômico Supermercados;1;R$ 5.137.015,00;7%;R$ 327.741,56;390;0,3;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
33.812.471/0001-53;2025;Rodrigo;Lead;Personalizado;33.812.471/0001-53;Centauro;150;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ;Curitiba;PR;30/04/2025;Prospecção;Frio; ; ; ; ; 
30.122.843/0001-21;2025;Rodrigo;Lead;Personalizado;30.122.843/0001-21;SP Mais Supermercados (Pão de Açucar);700;R$ 5.619.669,00;7%;R$ 358.534,88;427;0,33;Supermercado;Supermercado; ; ; ;Fazenda Rio Grande;PR; ;Prospecção ;Frio; ; ; ; ; 
29.354.564/0001-04;2025;Rodrigo;Lead;Personalizado;29.354.564/0001-04;Verde Mais;Várias (Rede de supermercados);R$ 20.178.393,00;7%;R$ 1.287.381,47;1533;1,19;Supermercado;Supermercado; ; ; ;Curitiba;PR; ;Qualificação;Frio; ; ; ; ; 
26.445.944/0001-66;2025;Rodrigo;Lead;4ª Linha;26.445.944/0001-66;Pop Mix;1;R$ -    ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
20.781.349/0001-15;2025;Rodrigo;Lead;4ª Linha;20.781.349/0001-15;Druziki Supermercados;1;R$ 20.782.704,00;7%;R$ 1.325.936,52;1578;1,22;Supermercado;Supermercado; ; ; ;Campo Largo;PR; ;Qualificação; ; ; ; ; ; 
19.314.522/0001-96;2025;Rodrigo;Lead;4ª Linha;19.314.522/0001-96;Supermercado Paulista;1;R$ 8.026.273,00;7%;R$ 512.076,22;610;0,47;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
12.706.076/0001-16;2025;Rodrigo;Lead;4ª Linha;12.706.076/0001-16;Drop; ;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
12.403.493/0001-90;2025;Rodrigo;Lead;4ª Linha;12.403.493/0001-90;Supermai;1;R$ 7.086.249,00;7%;R$ 452.102,69;538;0,42;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
12.093.031/0001-13;2025;Rodrigo;Lead;4ª Linha;12.093.031/0001-13;Super Cristal Supermercado;1;R$ 8.764.095,00;7%;R$ 559.149,26;666;0,52;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
11.277.524/0001-40;2025;Rodrigo;Lead;4ª Linha;11.277.524/0001-40;Secret Shop;1;R$ -    ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
10.942.132/0001-96;2025;Rodrigo;Lead;4ª Linha;10.942.132/0001-96;Super Michel;1;R$ 9.535.094,00;7%;R$ 608.339,00;724;0,56;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
09.115.712/0001-20;2025;Rodrigo;Lead;Personalizado;09.115.712/0001-20;Supermercado Estrela Via Portugal;12;R$ 28.754.324,00;7%;R$ 1.834.525,87;2184;1,69;Supermercado;Supermercado; ; ; ;Fazenda Rio Grande;PR;30/04/2025;Prospecção;Frio; ; ; ; ; 
07.116.586/0001-01;2025;Rodrigo;Lead;4ª Linha;07.116.586/0001-01;Molina Comercial de Alimentos;1;R$ 9.582.897,00;7%;R$ 611.388,83;728;0,56;Supermercado;Supermercado; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
05.424.989/0001-84;2025;Rodrigo;Lead;Personalizado;05.424.989/0001-84;Lojao do Brás / Torra Torra;90;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ;Curitiba;PR;30/04/2025;Prospecção ;Frio; ; ; ; ; 
04.621.655/0001-38;2025;Rodrigo;Lead;4ª Linha;04.621.655/0001-38;Kompleta Calçados;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
04.434.583/0001-10;2025;Rodrigo;Lead;4ª Linha;04.434.583/0001-10;Mini King Modas;1;R$ -    ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
03.959.730/0001-02;2025;Rodrigo;Lead;4ª Linha;03.959.730/0001-02;Percorrer Esportes;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
03.959.445/0001-91;2025;Rodrigo;Lead;4ª Linha;03.959.445/0001-91;Diederichsen Esportes;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
03.533.731/0001-90;2025;Rodrigo;Lead;4ª Linha;03.533.731/0001-90;Santa Beatriz Calçados e Confecções;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
